--------- beginning of main
04-22 02:32:25.132  1396  1406 I PermissionControllerServiceImpl: Updating user sensitive for uid 10214
04-22 02:32:25.173   683   683 W IPCThreadState: Sending oneway calls to frozen process.
04-22 02:32:25.173   683   683 W IPCThreadState: Sending oneway calls to frozen process.
04-22 02:32:25.189  1793 24372 E chromium: [0422/023225.189686:ERROR:ssl_client_socket_impl.cc(877)] handshake failed; returned -1, SSL error code 1, net_error -100
04-22 02:32:25.206  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2c1b8) locale list changing from [] to [en-US]
04-22 02:32:25.209  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c43278) locale list changing from [] to [en-US]
04-22 02:32:25.212  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c40398) locale list changing from [] to [en-US]
04-22 02:32:25.214  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c41338) locale list changing from [] to [en-US]
04-22 02:32:25.215  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c406b8) locale list changing from [] to [en-US]
04-22 02:32:25.216  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c43ef8) locale list changing from [] to [en-US]
04-22 02:32:25.217  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c49cb8) locale list changing from [] to [en-US]
04-22 02:32:25.217  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c34b38) locale list changing from [] to [en-US]
04-22 02:32:25.218  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c29f58) locale list changing from [] to [en-US]
04-22 02:32:25.218  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2e738) locale list changing from [] to [en-US]
04-22 02:32:25.218  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c28338) locale list changing from [] to [en-US]
04-22 02:32:25.219  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2ddd8) locale list changing from [] to [en-US]
04-22 02:32:25.219  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2ce38) locale list changing from [] to [en-US]
04-22 02:32:25.219  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c30cb8) locale list changing from [] to [en-US]
04-22 02:32:25.221   683   700 I system_server: Background concurrent mark compact GC freed 20MB AllocSpace bytes, 87(1968KB) LOS objects, 44% free, 30MB/54MB, paused 434us,702us total 166.347ms
04-22 02:32:25.222  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2b858) locale list changing from [] to [en-US]
04-22 02:32:25.223  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c34e58) locale list changing from [] to [en-US]
04-22 02:32:25.229  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c425f8) locale list changing from [] to [en-US]
04-22 02:32:25.230  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c28658) locale list changing from [] to [en-US]
04-22 02:32:25.233  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c36118) locale list changing from [] to [en-US]
04-22 02:32:25.234  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c31938) locale list changing from [] to [en-US]
04-22 02:32:25.235  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c33878) locale list changing from [] to [en-US]
04-22 02:32:25.236  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c31f78) locale list changing from [] to [en-US]
04-22 02:32:25.237  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3c1f8) locale list changing from [] to [en-US]
04-22 02:32:25.238  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c247d8) locale list changing from [] to [en-US]
04-22 02:32:25.239  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3a5d8) locale list changing from [] to [en-US]
04-22 02:32:25.240  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2fd18) locale list changing from [] to [en-US]
04-22 02:32:25.241  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c357b8) locale list changing from [] to [en-US]
04-22 02:32:25.243  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c312f8) locale list changing from [] to [en-US]
04-22 02:32:25.244  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2ddd8) locale list changing from [] to [en-US]
04-22 02:32:25.245  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c29f58) locale list changing from [] to [en-US]
04-22 02:32:25.247  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c49cb8) locale list changing from [] to [en-US]
04-22 02:32:25.248  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c43ef8) locale list changing from [] to [en-US]
04-22 02:32:25.249  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c406b8) locale list changing from [] to [en-US]
04-22 02:32:25.250  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c27078) locale list changing from [] to [en-US]
04-22 02:32:25.252  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c40398) locale list changing from [] to [en-US]
04-22 02:32:25.253  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c42918) locale list changing from [] to [en-US]
04-22 02:32:25.257  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c44218) locale list changing from [] to [en-US]
04-22 02:32:25.259  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3fd58) locale list changing from [] to [en-US]
04-22 02:32:25.263  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2f098) locale list changing from [] to [en-US]
04-22 02:32:25.266  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3f718) locale list changing from [] to [en-US]
04-22 02:32:25.266  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2a598) locale list changing from [] to [en-US]
04-22 02:32:25.267  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c33558) locale list changing from [] to [en-US]
04-22 02:32:25.267  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c44538) locale list changing from [] to [en-US]
04-22 02:32:25.268  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3f3f8) locale list changing from [] to [en-US]
04-22 02:32:25.269  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2ea58) locale list changing from [] to [en-US]
04-22 02:32:25.271  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2f6d8) locale list changing from [] to [en-US]
04-22 02:32:25.271  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3c838) locale list changing from [] to [en-US]
04-22 02:32:25.275  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c30358) locale list changing from [] to [en-US]
04-22 02:32:25.275  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c32f18) locale list changing from [] to [en-US]
04-22 02:32:25.276  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c32298) locale list changing from [] to [en-US]
04-22 02:32:25.279  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2ed78) locale list changing from [] to [en-US]
04-22 02:32:25.281  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c328d8) locale list changing from [] to [en-US]
04-22 02:32:25.281  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2f9f8) locale list changing from [] to [en-US]
04-22 02:32:25.282  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c31c58) locale list changing from [] to [en-US]
04-22 02:32:25.283  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c38058) locale list changing from [] to [en-US]
04-22 02:32:25.284  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c344f8) locale list changing from [] to [en-US]
04-22 02:32:25.285  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c376f8) locale list changing from [] to [en-US]
04-22 02:32:25.287  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c32bf8) locale list changing from [] to [en-US]
04-22 02:32:25.288  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c373d8) locale list changing from [] to [en-US]
04-22 02:32:25.288  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3bbb8) locale list changing from [] to [en-US]
04-22 02:32:25.290  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3d4b8) locale list changing from [] to [en-US]
04-22 02:32:25.291  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c341d8) locale list changing from [] to [en-US]
04-22 02:32:25.291  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c38cd8) locale list changing from [] to [en-US]
04-22 02:32:25.293  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3b898) locale list changing from [] to [en-US]
04-22 02:32:25.294  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3a2b8) locale list changing from [] to [en-US]
04-22 02:32:25.294  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3cb58) locale list changing from [] to [en-US]
04-22 02:32:25.294  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3ce78) locale list changing from [] to [en-US]
04-22 02:32:25.296  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c33b98) locale list changing from [] to [en-US]
04-22 02:32:25.297  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c457f8) locale list changing from [] to [en-US]
04-22 02:32:25.298  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2abd8) locale list changing from [] to [en-US]
04-22 02:32:25.298  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c1ed38) locale list changing from [] to [en-US]
04-22 02:32:25.299  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3af38) locale list changing from [] to [en-US]
04-22 02:32:25.299  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c389b8) locale list changing from [] to [en-US]
04-22 02:32:25.299  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2d478) locale list changing from [] to [en-US]
04-22 02:32:25.299  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c39c78) locale list changing from [] to [en-US]
04-22 02:32:25.299  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c1f9b8) locale list changing from [] to [en-US]
04-22 02:32:25.300  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c263f8) locale list changing from [] to [en-US]
04-22 02:32:25.300  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3d7d8) locale list changing from [] to [en-US]
04-22 02:32:25.300  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c23b58) locale list changing from [] to [en-US]
04-22 02:32:25.301  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c41c98) locale list changing from [] to [en-US]
04-22 02:32:25.301  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3fa38) locale list changing from [] to [en-US]
04-22 02:32:25.301  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c40cf8) locale list changing from [] to [en-US]
04-22 02:32:25.302  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3daf8) locale list changing from [] to [en-US]
04-22 02:32:25.303  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c37a18) locale list changing from [] to [en-US]
04-22 02:32:25.304  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c370b8) locale list changing from [] to [en-US]
04-22 02:32:25.305  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c4cb98) locale list changing from [] to [en-US]
04-22 02:32:25.306  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3e458) locale list changing from [] to [en-US]
04-22 02:32:25.306  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c4c878) locale list changing from [] to [en-US]
04-22 02:32:25.307  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c4b298) locale list changing from [] to [en-US]
04-22 02:32:25.309  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c451b8) locale list changing from [] to [en-US]
04-22 02:32:25.309  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c4a618) locale list changing from [] to [en-US]
04-22 02:32:25.310  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c489f8) locale list changing from [] to [en-US]
04-22 02:32:25.312  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c4b5b8) locale list changing from [] to [en-US]
04-22 02:32:25.313  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c48d18) locale list changing from [] to [en-US]
04-22 02:32:25.314  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c218f8) locale list changing from [] to [en-US]
04-22 02:32:25.315  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c49038) locale list changing from [] to [en-US]
04-22 02:32:25.317  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c1d118) locale list changing from [] to [en-US]
04-22 02:32:25.317  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c22578) locale list changing from [] to [en-US]
04-22 02:32:25.319  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c1bb38) locale list changing from [] to [en-US]
04-22 02:32:25.320  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2bb78) locale list changing from [] to [en-US]
04-22 02:32:25.323  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c1f378) locale list changing from [] to [en-US]
04-22 02:32:25.327  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c25a98) locale list changing from [] to [en-US]
04-22 02:32:25.329  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c20f98) locale list changing from [] to [en-US]
04-22 02:32:25.331  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c36438) locale list changing from [] to [en-US]
04-22 02:32:25.332  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c28978) locale list changing from [] to [en-US]
04-22 02:32:25.334  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c29c38) locale list changing from [] to [en-US]
04-22 02:32:25.334  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2c7f8) locale list changing from [] to [en-US]
04-22 02:32:25.335  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2e0f8) locale list changing from [] to [en-US]
04-22 02:32:25.336  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c28c98) locale list changing from [] to [en-US]
04-22 02:32:25.337  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c26d58) locale list changing from [] to [en-US]
04-22 02:32:25.339  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2dab8) locale list changing from [] to [en-US]
04-22 02:32:25.340  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c4c238) locale list changing from [] to [en-US]
04-22 02:32:25.341  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c25458) locale list changing from [] to [en-US]
04-22 02:32:25.342  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c41fb8) locale list changing from [] to [en-US]
04-22 02:32:25.343  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c26a38) locale list changing from [] to [en-US]
04-22 02:32:25.346  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c21f38) locale list changing from [] to [en-US]
04-22 02:32:25.346  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2a278) locale list changing from [] to [en-US]
04-22 02:32:25.347  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c2aef8) locale list changing from [] to [en-US]
04-22 02:32:25.349  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c23518) locale list changing from [] to [en-US]
04-22 02:32:25.350   683   734 I ActivityTaskManager: Destroy timeout of remove-task, attempt to kill Task{f935a4a #35 type=standard A=10214:com.impos2.mixcretailassemblyrn84}
04-22 02:32:25.351  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c39958) locale list changing from [] to [en-US]
04-22 02:32:25.353  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3e138) locale list changing from [] to [en-US]
04-22 02:32:25.354  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3e778) locale list changing from [] to [en-US]
04-22 02:32:25.356  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c3c518) locale list changing from [] to [en-US]
04-22 02:32:25.359  1559  1684 I .apps.wellbeing: AssetManager2(0xb400007aa8c27cf8) locale list changing from [] to [en-US]
04-22 02:32:25.377  1096  1096 D ScalingWorkspaceRevealAnim: alpha of workspace at the end of animation: 1.0
04-22 02:32:25.378   957  1041 V WindowManagerShell: Transition animation finished (aborted=false), notifying core (#135) android.os.BinderProxy@6f354b5@0
04-22 02:32:25.379   683   731 V WindowManager: Finish Transition (#135): created at 04-22 02:32:24.253 collect-started=0.092ms request-sent=0.129ms started=5.989ms ready=109.28ms sent=110.654ms commit=26.409ms finished=1125.443ms
04-22 02:32:25.380   683  1755 E IPCThreadState: Binder transaction failure. id: 4162541, BR_*: 29189, error: -22 (Invalid argument)
04-22 02:32:25.380   683  1755 W ActivityManager: pid 683 system sent binder code 7 with flags 1 to frozen apps and got error -32
04-22 02:32:25.380   683  1755 W WindowManager: Exception thrown during dispatchAppVisibility Window{c634eb9 u0 com.impos2.mixcretailassemblyrn84/com.impos2.mixcretailassemblyrn84.MainActivity EXITING}
04-22 02:32:25.380   683  1755 W WindowManager: android.os.DeadObjectException
04-22 02:32:25.380   683  1755 W WindowManager: 	at android.os.BinderProxy.transactNative(Native Method)
04-22 02:32:25.380   683  1755 W WindowManager: 	at android.os.BinderProxy.transact(BinderProxy.java:592)
04-22 02:32:25.380   683  1755 W WindowManager: 	at android.view.IWindow$Stub$Proxy.dispatchAppVisibility(IWindow.java:557)
04-22 02:32:25.380   683  1755 W WindowManager: 	at com.android.server.wm.WindowState.sendAppVisibilityToClients(WindowState.java:3151)
04-22 02:32:25.380   683  1755 W WindowManager: 	at com.android.server.wm.WindowContainer.sendAppVisibilityToClients(WindowContainer.java:1311)
04-22 02:32:25.380   683  1755 W WindowManager: 	at com.android.server.wm.WindowToken.setClientVisible(WindowToken.java:389)
04-22 02:32:25.380   683  1755 W WindowManager: 	at com.android.server.wm.ActivityRecord.setClientVisible(ActivityRecord.java:6650)
04-22 02:32:25.380   683  1755 W WindowManager: 	at com.android.server.wm.ActivityRecord.commitVisibility(ActivityRecord.java:5561)
04-22 02:32:25.380   683  1755 W WindowManager: 	at com.android.server.wm.Transition.finishTransition(Transition.java:1391)
04-22 02:32:25.380   683  1755 W WindowManager: 	at com.android.server.wm.TransitionController.finishTransition(TransitionController.java:1029)
04-22 02:32:25.380   683  1755 W WindowManager: 	at com.android.server.wm.WindowOrganizerController.finishTransition(WindowOrganizerController.java:496)
04-22 02:32:25.380   683  1755 W WindowManager: 	at android.window.IWindowOrganizerController$Stub.onTransact(IWindowOrganizerController.java:261)
04-22 02:32:25.380   683  1755 W WindowManager: 	at com.android.server.wm.WindowOrganizerController.onTransact(WindowOrganizerController.java:223)
04-22 02:32:25.380   683  1755 W WindowManager: 	at android.os.Binder.execTransactInternal(Binder.java:1426)
04-22 02:32:25.380   683  1755 W WindowManager: 	at android.os.Binder.execTransact(Binder.java:1365)
04-22 02:32:25.380   683  1755 W Process : Unable to open /proc/23491/status
--------- beginning of kernel
04-22 02:32:25.383  1755  1755 W binder_debug: 11 callbacks suppressed
04-22 02:32:25.383  1755  1755 I binder  : 1755:683 cannot find target node
04-22 02:32:25.383  1755  1755 I binder  : 683:1755 transaction async to 0:0 failed 4162541/29189/-22, size 64-0 line 3348
04-22 02:32:25.383  1396  1396 D VRI[GrantPermissionsActivity]: visibilityChanged oldVisibility=true newVisibility=false
04-22 02:32:25.385   957  1041 V WindowManagerShell: Track 0 became idle
04-22 02:32:25.385   957  1041 V WindowManagerShell: All active transition animations finished
04-22 02:32:25.396  1396  1396 W WindowOnBackDispatcher: sendCancelIfRunning: isInProgress=false callback=android.app.Activity$$ExternalSyntheticLambda0@79e2e2d
04-22 02:32:25.397   683  1755 D CoreBackPreview: Window{5ae8ee1 u0 com.google.android.permissioncontroller/com.android.permissioncontroller.permission.ui.GrantPermissionsActivity}: Setting back callback null
04-22 02:32:25.404  1396  1396 D ViewRootImpl: Skipping stats log for color mode
04-22 02:32:25.406   683   912 D BackgroundInstallControlService: Package event received: 0
04-22 02:32:25.410  1096  1096 D RecentsView: onTaskRemoved: 35, not handling task stack changes
04-22 02:32:25.410  1096  1096 D RecentsView: onTaskRemoved: 35, not handling task stack changes
04-22 02:32:25.415  1096  1112 W s.nexuslauncher: Reducing the number of considered missed Gc histogram windows from 117 to 100
04-22 02:32:25.422  1096  1114 W System  : A resource failed to call release. 
04-22 02:32:25.422  1096  1114 W System  : A resource failed to call release. 
04-22 02:32:25.422  1096  1114 W System  : A resource failed to call release. 
04-22 02:32:25.423   515   515 E BpTransactionCompletedListener: Failed to transact (-32)
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed App frame:UNKNOWN: 3, 7982847, 43427102, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:UNKNOWN: 3, 7982847, 43427102, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7982869, 50353436, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed App frame:UNKNOWN: 3, 7982884, 67106062, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:UNKNOWN: 3, 7982884, 67106062, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7982928, 50233564, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7982979, 33583898, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983015, 24139774, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983023, 33602608, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983045, 33686067, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983060, 33643026, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983075, 23825860, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed App frame:UNKNOWN: 3, 7983090, 33609736, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:UNKNOWN: 3, 7983090, 33609736, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed App frame:UNKNOWN: 3, 7983112, 34222861, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:UNKNOWN: 3, 7983112, 34222861, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983120, 27888987, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983135, 26350738, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983157, 33768697, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983165, 33606614, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed App frame:UNKNOWN: 3, 7983187, 33943615, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:UNKNOWN: 3, 7983187, 33943615, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983195, 33818990, CUJ=J<TASKBAR_EXPAND::App to Home>
04-22 02:32:25.437  1096  1096 W FrameTracker: Missed SF frame:JANK_COMPOSER, 7983210, 33622033, CUJ=J<TASKBAR_EXPAND::App to Home>
